Pocz_lp,Y,X1_Z2,X4_Z1,Ranga(X5),X6_Z2,X6_Z3,X6_Z5,X9,X10_Z2,X10_Z3,Ranga(X11),X12_Z1,Ranga(X12),X14_Z2,Ranga(X14),X15_Z1,X15_Z3,X18,X24
1344,0,0,0,1619.5,0,0,0,86012.86,0,0,329.5,0,1926.5,0,2086.5,0,0,1,1
1345,0,0,0,883.5,0,0,0,15028.59,1,0,329.5,0,994.5,0,284.5,1,0,1,1
1350,0,1,0,2119.5,0,0,0,107838.88,1,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1355,0,0,0,1619.5,0,0,0,48723.98,0,0,2084.5,0,994.5,0,284.5,1,0,1,1
1358,0,0,0,883.5,1,0,0,116138.9,1,0,966.5,1,268.5,1,1170.5,1,0,0,1
1359,0,0,1,883.5,0,0,1,-4546.22,0,0,2084.5,0,1926.5,0,284.5,1,0,0,1
1360,0,1,1,2119.5,0,0,0,38923.66,0,1,2084.5,0,1926.5,0,2086.5,0,0,0,1
1363,0,0,0,883.5,0,1,0,36074.53,0,0,329.5,0,1926.5,1,1170.5,0,0,1,1
1364,0,0,1,1619.5,0,0,0,17094.21,0,0,329.5,0,994.5,1,1170.5,0,0,0,1
1365,0,1,0,2119.5,0,0,0,769.06,0,0,329.5,0,1926.5,0,284.5,0,0,0,1
1370,0,0,0,2119.5,0,0,0,50786.75,0,0,966.5,0,1926.5,0,284.5,0,0,0,1
1373,0,0,0,883.5,0,1,0,34915.24,0,0,1521.5,1,268.5,0,2086.5,0,0,1,1
1378,0,0,0,189.5,0,0,1,60863.84,0,0,329.5,0,994.5,0,284.5,0,0,1,1
1379,0,0,0,883.5,0,0,0,26209.04,0,0,1521.5,0,1926.5,0,2086.5,1,0,1,1
1380,0,0,1,2119.5,0,0,1,39715.7,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
1381,0,0,0,883.5,1,0,0,20037.23,1,0,329.5,0,994.5,1,1170.5,1,0,0,1
1382,0,0,0,2119.5,0,0,1,46797.75,0,0,329.5,0,994.5,1,1170.5,1,0,0,1
1383,0,1,0,1619.5,0,1,0,72154.19,1,0,2084.5,0,1926.5,0,284.5,1,0,1,1
1388,0,0,1,2119.5,0,0,0,107711.62,1,0,329.5,0,1926.5,1,1170.5,1,0,0,1
1389,0,0,0,189.5,0,0,1,50877.67,0,0,329.5,0,1926.5,0,284.5,0,0,1,1
1391,0,0,0,2119.5,0,0,0,-26476.99,0,0,329.5,0,994.5,1,1170.5,1,0,1,1
1393,0,0,0,1619.5,0,0,0,34868.27,0,0,329.5,0,994.5,0,2086.5,1,0,0,1
1396,0,1,0,883.5,0,0,0,-30684.83,1,0,329.5,0,994.5,0,2086.5,0,0,1,1
1397,0,0,1,189.5,0,0,1,36408.36,1,0,329.5,0,1926.5,0,2086.5,1,0,1,1
1398,0,0,0,2119.5,1,0,0,22359.53,0,0,2084.5,1,268.5,0,2086.5,0,0,1,1
1400,0,0,0,883.5,0,0,0,38689.57,0,0,329.5,0,1926.5,0,284.5,0,1,1,1
1401,1,0,0,883.5,0,0,0,17619.24,1,0,2084.5,0,1926.5,1,1170.5,0,0,0,1
1406,1,0,0,883.5,0,0,1,20466.68,1,0,966.5,0,1926.5,0,2086.5,1,0,1,1
1411,1,0,0,189.5,0,0,1,-19395.88,1,0,329.5,0,994.5,1,1170.5,0,1,1,1
1413,1,0,0,883.5,0,0,0,11550.65,1,0,1521.5,0,994.5,1,1170.5,0,0,0,1
1416,1,0,0,883.5,0,0,0,34330.68,1,0,2084.5,1,268.5,1,1170.5,1,0,0,1
1429,1,1,0,883.5,0,0,1,-12838.5,1,0,1521.5,1,268.5,0,2086.5,0,1,1,1
1434,1,1,0,2394.5,1,0,0,39275.28,0,0,329.5,0,1926.5,1,1170.5,0,1,0,1
1435,1,0,0,1619.5,1,0,0,25716.8,1,0,1521.5,0,1926.5,1,1170.5,0,1,0,1
1436,1,0,1,1619.5,0,0,0,16953.46,0,0,1521.5,0,994.5,0,284.5,1,0,0,1
1441,1,0,1,883.5,0,0,0,19593.05,1,0,2084.5,0,1926.5,0,284.5,0,1,1,1
1452,1,0,1,883.5,0,0,1,32076.5,0,0,966.5,0,1926.5,1,1170.5,0,1,0,1
1455,1,1,1,883.5,0,0,0,30818.21,1,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1462,1,0,0,189.5,0,0,1,-7569.14,0,0,966.5,1,268.5,1,1170.5,0,0,0,1
1470,1,0,0,2119.5,0,0,0,14060.59,0,0,1521.5,0,994.5,0,284.5,0,1,1,1
1471,1,0,1,2119.5,0,0,1,16520.25,1,0,2084.5,0,994.5,0,2086.5,0,1,0,1
1472,1,0,0,1619.5,0,0,0,-5607.01,0,0,966.5,1,268.5,0,284.5,1,0,0,1
1474,1,0,0,883.5,0,0,0,15533.93,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1478,1,0,0,189.5,0,0,1,11402.6,0,1,1521.5,1,268.5,0,2086.5,0,1,1,1
1479,1,1,0,1619.5,0,0,1,10299.43,1,0,2084.5,1,268.5,1,1170.5,0,1,1,2
1481,1,0,0,189.5,0,0,1,5535.37,0,1,2084.5,0,994.5,1,1170.5,0,1,1,1
1483,1,0,0,883.5,1,0,0,25282.47,1,0,1521.5,0,1926.5,0,2086.5,0,1,1,1
1486,1,0,0,1619.5,0,0,0,40885.31,0,0,329.5,0,994.5,1,1170.5,0,1,1,1
1488,1,0,1,883.5,0,0,0,-4303.46,0,0,966.5,0,994.5,1,1170.5,0,0,0,1
1493,1,1,0,1619.5,0,0,1,17840.59,0,0,966.5,1,268.5,0,284.5,0,0,1,4
1496,1,0,1,883.5,0,0,0,15797.35,1,0,329.5,1,268.5,0,2086.5,0,0,1,1
1498,1,1,0,1619.5,0,0,0,25657.6,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1507,1,0,0,883.5,1,0,0,9351.9,1,0,1521.5,0,994.5,1,1170.5,0,1,1,1
1513,1,0,0,189.5,0,0,1,21698.14,1,0,966.5,1,268.5,1,1170.5,0,1,0,1
1517,1,0,1,189.5,0,0,1,10041.59,0,1,2084.5,1,268.5,1,1170.5,0,0,0,1
1518,1,0,1,189.5,0,0,1,8501.4,1,0,1521.5,0,994.5,0,284.5,0,1,0,1
1522,1,0,0,189.5,0,0,1,35705.73,0,1,2084.5,1,268.5,1,1170.5,0,0,0,1
1523,1,0,0,883.5,0,0,0,39947.94,1,0,2084.5,0,1926.5,1,1170.5,0,1,1,1
1524,1,0,1,2119.5,0,0,0,38031.9,0,0,1521.5,1,268.5,0,2086.5,1,0,0,1
1526,1,0,0,883.5,1,0,0,16175.31,1,0,2084.5,0,1926.5,1,1170.5,1,0,0,1
1527,1,0,0,1619.5,0,0,1,8406.02,0,1,2084.5,0,994.5,1,1170.5,1,0,1,1
1529,1,0,1,189.5,0,0,1,15995.14,1,0,2084.5,1,268.5,0,284.5,0,0,0,1
1532,1,0,1,883.5,0,1,0,4231.85,0,0,2084.5,1,268.5,1,1170.5,1,0,0,1
1536,1,1,1,1619.5,0,1,0,30617.17,0,0,966.5,0,994.5,1,1170.5,1,0,0,1
1539,1,0,0,2119.5,0,0,0,26962.19,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1540,1,0,0,189.5,0,0,1,14118.3,1,0,329.5,0,994.5,1,1170.5,0,0,0,1
1541,1,0,0,2119.5,0,0,0,24782.36,1,0,2084.5,0,994.5,1,1170.5,0,1,0,1
1542,1,0,0,883.5,0,0,1,12606.36,0,0,1521.5,1,268.5,1,1170.5,0,0,1,3
1550,1,0,0,1619.5,0,1,0,10969.19,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1552,1,0,1,189.5,0,0,1,12741.68,1,0,966.5,1,268.5,1,1170.5,0,1,0,1
1553,1,0,0,883.5,0,0,0,6158.12,0,0,329.5,0,994.5,1,1170.5,0,1,1,1
1560,1,1,0,1619.5,0,0,1,14474.29,1,0,966.5,0,994.5,1,1170.5,0,0,0,3
1563,1,0,0,883.5,0,0,0,-19353.16,1,0,2084.5,0,994.5,1,1170.5,0,1,1,1
1565,1,0,1,883.5,0,0,1,14026.99,1,0,966.5,1,268.5,0,284.5,1,0,1,1
1571,1,0,0,2119.5,0,0,0,2956.28,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
1575,1,1,0,189.5,0,0,1,9902.53,1,0,329.5,0,994.5,0,284.5,0,0,0,1
1578,1,0,0,883.5,0,0,1,12502.78,1,0,1521.5,1,268.5,1,1170.5,0,0,0,1
1580,1,0,0,189.5,0,0,1,23092.91,1,0,2084.5,0,994.5,0,2086.5,0,1,1,4
1582,1,0,0,1619.5,1,0,0,17661.62,0,0,329.5,0,1926.5,1,1170.5,0,0,1,3
1585,1,0,1,883.5,0,0,1,18831.8,1,0,2084.5,0,1926.5,0,2086.5,1,0,1,1
1587,1,0,0,883.5,1,0,0,4758.89,0,0,2084.5,1,268.5,1,1170.5,0,0,0,1
1590,1,0,0,1619.5,0,0,0,7088.8,1,0,966.5,0,1926.5,1,1170.5,0,1,0,1
1593,1,0,0,189.5,0,0,1,25915.49,0,0,1521.5,0,1926.5,1,1170.5,1,0,1,1
1595,1,0,0,883.5,1,0,0,14628.58,1,0,1521.5,1,268.5,0,284.5,0,1,1,1
1597,1,0,0,189.5,0,0,1,21528.66,0,1,2084.5,0,994.5,1,1170.5,1,0,1,1
1598,1,0,0,883.5,0,0,1,27095.71,0,0,329.5,0,994.5,1,1170.5,1,0,0,1
1600,1,1,0,883.5,1,0,0,3656.42,0,0,1521.5,1,268.5,1,1170.5,1,0,0,1
1601,0,0,0,2119.5,0,1,0,50046.16,0,0,966.5,0,994.5,0,2086.5,0,0,1,1
1602,0,0,0,883.5,0,0,0,34055.48,0,0,329.5,0,1926.5,0,2086.5,0,0,1,3
1603,0,1,0,1619.5,0,1,0,34948.76,0,0,2084.5,0,994.5,0,2086.5,1,0,0,1
1604,0,1,1,1619.5,0,1,0,35317,0,0,966.5,0,994.5,0,2086.5,0,0,1,1
1605,0,0,0,2119.5,1,0,0,50961.96,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1606,0,0,1,189.5,0,0,1,48058.04,0,0,1521.5,0,1926.5,1,1170.5,0,0,0,1
1609,0,0,0,189.5,0,0,1,49232.72,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
1611,0,0,0,883.5,0,1,0,37516.08,1,0,966.5,0,1926.5,0,2086.5,1,0,0,1
1612,0,0,0,1619.5,1,0,0,40647.6,1,0,329.5,1,268.5,0,2086.5,1,0,0,1
1613,0,0,0,2119.5,0,0,0,38118.44,0,0,966.5,0,994.5,0,2086.5,1,0,0,1
1615,0,0,0,2119.5,1,0,0,45843.24,0,0,1521.5,1,268.5,0,2086.5,1,0,0,1
1617,0,1,0,1619.5,0,0,0,33065.84,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
1619,0,0,1,1619.5,0,0,1,51502.24,0,0,329.5,0,994.5,0,2086.5,0,0,1,1
1620,0,0,1,883.5,1,0,0,37427.84,0,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
1621,0,1,0,1619.5,0,0,0,39474.4,1,0,329.5,0,1926.5,0,284.5,1,0,1,1
1622,0,0,0,2119.5,0,0,0,41727.72,0,0,966.5,1,268.5,1,1170.5,1,0,1,1
1623,0,0,0,189.5,0,0,1,52839.92,0,0,329.5,0,994.5,0,2086.5,1,0,1,1
1624,0,0,0,883.5,0,0,0,43864.4,0,0,329.5,0,1926.5,0,284.5,0,0,0,1
1626,0,0,0,2119.5,1,0,0,54664.44,0,0,966.5,0,1926.5,0,2086.5,0,0,0,1
1627,0,0,0,2119.5,0,0,0,43501.08,0,0,1521.5,0,994.5,0,2086.5,0,0,1,1
1628,0,0,1,883.5,0,1,0,55373.4,0,0,966.5,0,1926.5,0,2086.5,1,0,1,1
1629,0,0,0,2119.5,0,1,0,49956.68,1,0,2084.5,0,1926.5,0,2086.5,1,0,1,1
1630,0,0,0,883.5,0,0,0,46401.2,0,0,966.5,0,1926.5,0,284.5,0,0,1,1
1631,0,0,1,1619.5,1,0,0,35187.04,0,0,329.5,0,1926.5,1,1170.5,0,0,1,1
1633,0,1,0,883.5,0,0,1,34990.8,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
1634,0,0,0,2119.5,0,0,0,53137.84,0,0,1521.5,0,1926.5,1,1170.5,0,0,0,1
1637,0,0,1,883.5,0,1,0,53822.24,0,0,1521.5,0,1926.5,0,2086.5,0,0,0,1
1639,0,1,0,1619.5,0,0,0,33735.52,0,1,329.5,0,1926.5,1,1170.5,0,0,0,1
1640,0,0,0,2119.5,0,0,0,35646.16,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1641,0,0,1,189.5,0,0,1,37117.08,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
1643,0,0,1,2119.5,0,1,0,40660.52,0,0,2084.5,0,1926.5,0,284.5,1,0,1,1
1645,0,0,1,883.5,0,0,0,45483.84,1,0,329.5,0,1926.5,0,284.5,0,0,0,1
1646,0,1,1,189.5,0,0,1,40180.32,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1650,0,0,0,189.5,0,0,1,45788.08,1,0,966.5,0,994.5,0,2086.5,1,0,1,1
1651,0,1,0,2119.5,0,0,0,35325.88,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
1652,0,0,0,1619.5,0,0,0,44994,1,0,2084.5,0,1926.5,1,1170.5,1,0,0,1
1653,0,0,0,189.5,0,0,1,41373.64,0,0,329.5,0,1926.5,0,284.5,0,0,0,1
1654,0,0,0,1619.5,0,0,0,42290.64,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
1655,0,0,0,1619.5,0,1,0,39402.92,0,0,329.5,0,1926.5,0,2086.5,0,0,0,1
1658,0,1,0,2119.5,1,0,0,42034.88,0,0,1521.5,0,1926.5,0,284.5,0,0,0,1
1659,0,0,0,2119.5,0,0,0,39720.96,0,1,1521.5,0,1926.5,0,284.5,0,0,1,1
1660,0,0,0,2119.5,0,0,1,44656.8,0,0,329.5,1,268.5,1,1170.5,0,0,0,1
1662,0,0,0,2119.5,0,0,0,45145.2,0,0,966.5,0,1926.5,1,1170.5,1,0,0,2
1663,0,0,0,189.5,0,0,1,36092.28,0,0,2084.5,0,994.5,0,284.5,0,0,1,1
1664,0,0,1,189.5,0,0,1,44881.8,0,1,329.5,0,994.5,0,2086.5,0,0,0,1
1665,0,1,1,2119.5,0,0,0,44151.16,0,0,1521.5,0,1926.5,0,284.5,0,0,0,1
1666,0,0,0,883.5,0,1,0,37071.56,0,0,329.5,0,994.5,0,2086.5,0,0,0,1
1667,0,0,0,2119.5,0,0,1,40072.64,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
1669,0,0,0,189.5,0,0,1,33133.36,0,0,329.5,0,994.5,0,284.5,1,0,1,1
1670,0,0,0,1619.5,0,0,0,51927.68,0,0,1521.5,0,994.5,0,284.5,0,0,0,1
1671,0,1,1,1619.5,1,0,0,36916.72,1,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1672,0,0,0,189.5,0,0,1,39042.44,0,0,1521.5,0,994.5,0,2086.5,1,0,1,2
1674,0,0,0,883.5,0,0,0,41444.72,1,0,329.5,1,268.5,0,2086.5,1,0,0,2
1676,0,1,0,1619.5,0,0,0,29488.08,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
1677,0,0,1,189.5,0,0,1,38414.96,0,0,329.5,0,1926.5,0,284.5,0,0,1,2
1678,0,1,0,2119.5,0,0,0,27327.32,0,0,2084.5,0,1926.5,0,284.5,0,0,0,3
1679,0,0,0,883.5,1,0,0,34971.44,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1680,0,0,0,883.5,0,0,0,53335.88,0,0,966.5,0,1926.5,0,2086.5,0,1,1,1
1681,0,0,1,883.5,1,0,0,36976.84,0,0,966.5,0,994.5,0,284.5,1,0,0,1
1683,0,1,0,883.5,0,0,0,41766,0,0,2084.5,0,1926.5,0,2086.5,0,0,0,1
1684,0,0,0,883.5,1,0,0,41593.32,0,0,1521.5,0,1926.5,0,2086.5,0,0,0,1
1686,0,0,0,2119.5,0,0,1,43874.28,1,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1687,0,0,0,1619.5,0,0,1,44192.76,1,0,1521.5,1,268.5,0,2086.5,1,0,0,1
1688,0,0,1,883.5,0,0,0,49066.4,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
1689,0,0,0,1619.5,0,0,0,31919.48,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
1690,0,0,0,2119.5,1,0,0,54231.76,0,1,966.5,0,1926.5,0,284.5,1,0,0,1
1691,0,0,1,189.5,0,0,1,37515.4,0,0,1521.5,0,994.5,0,2086.5,1,0,1,1
1694,0,0,0,883.5,0,1,0,39448.76,0,0,966.5,0,1926.5,0,284.5,0,0,1,1
1695,0,0,0,189.5,0,0,1,31290.36,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
1696,0,1,0,2119.5,0,0,0,41845.4,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
1697,0,0,0,1619.5,0,0,0,49761.76,0,1,966.5,1,268.5,0,2086.5,1,0,1,1
1698,0,1,0,189.5,0,0,1,39333.64,0,0,329.5,0,1926.5,0,284.5,1,0,1,1
1701,0,1,0,1619.5,0,0,0,42722.56,0,1,329.5,0,1926.5,1,1170.5,1,0,1,1
1702,0,0,0,189.5,0,0,1,37810.08,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,2
1704,0,1,1,883.5,0,1,0,40443.28,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1706,0,1,0,883.5,1,0,0,36671.8,0,0,966.5,0,1926.5,0,284.5,0,0,1,1
1707,0,0,0,883.5,0,1,0,36787.36,1,0,966.5,0,1926.5,0,2086.5,0,0,1,1
1709,0,1,1,189.5,0,0,1,33672.88,0,0,329.5,0,1926.5,0,284.5,0,0,1,1
1710,0,1,0,2119.5,0,0,0,42981.08,0,0,2084.5,0,1926.5,0,284.5,0,0,0,1
1711,0,0,0,1619.5,0,0,0,41948.08,1,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1712,0,0,1,883.5,1,0,0,41841.92,0,0,2084.5,0,1926.5,0,2086.5,1,0,0,1
1713,0,0,0,883.5,0,1,0,42902.04,0,1,329.5,0,1926.5,0,284.5,0,0,1,1
1714,0,0,0,883.5,0,0,0,39395.64,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1717,0,0,0,883.5,0,1,0,43807.68,0,1,329.5,0,1926.5,0,284.5,0,0,1,1
1718,0,1,0,2119.5,0,1,0,38340.32,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1721,0,0,1,883.5,0,0,0,44199.56,0,0,329.5,0,1926.5,0,2086.5,0,1,0,1
1723,0,0,0,883.5,0,0,0,45319.88,0,0,329.5,1,268.5,0,2086.5,1,0,0,1
1724,0,0,0,189.5,0,0,1,42848.68,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
1725,0,0,0,1619.5,0,1,0,36550.28,0,0,1521.5,0,1926.5,1,1170.5,0,1,1,1
1726,0,0,0,2119.5,1,0,0,45175.08,1,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1727,0,0,0,883.5,1,0,0,42594.56,0,0,329.5,0,994.5,0,284.5,1,0,1,1
1728,0,0,0,189.5,0,0,1,36416.4,0,0,2084.5,0,1926.5,0,2086.5,0,1,0,1
1730,0,0,0,2119.5,0,0,0,45033.44,0,1,329.5,0,994.5,0,284.5,1,0,1,1
1731,0,0,1,2119.5,0,0,0,41115.08,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
1732,0,0,0,2119.5,0,0,1,39308.68,0,0,329.5,0,994.5,1,1170.5,1,0,1,3
1733,0,0,0,883.5,0,1,0,42650.8,0,0,2084.5,0,994.5,0,2086.5,0,0,1,1
1734,0,0,1,883.5,0,0,0,38601.48,1,0,966.5,0,994.5,0,2086.5,1,0,0,1
1735,0,1,0,2119.5,0,0,0,45120.84,0,0,2084.5,0,1926.5,0,284.5,1,0,1,1
1737,0,0,0,2119.5,0,1,0,37977.52,0,0,1521.5,0,994.5,1,1170.5,1,0,1,2
1738,0,0,0,1619.5,0,1,0,48940.2,0,0,966.5,0,1926.5,0,284.5,0,1,1,1
1739,0,0,0,2119.5,0,0,1,38270.84,0,0,966.5,0,994.5,0,284.5,1,0,1,1
1740,0,1,1,1619.5,1,0,0,31937.48,0,0,329.5,0,1926.5,0,2086.5,0,0,1,1
1741,0,0,0,2119.5,1,0,0,46498.08,0,1,329.5,0,1926.5,0,284.5,0,0,1,1
1743,0,0,0,1619.5,0,1,0,33746.76,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
1745,0,0,0,189.5,0,0,1,50230.48,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
1747,0,0,1,883.5,0,1,0,45910.52,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1748,0,1,1,1619.5,0,0,0,44778.48,0,0,329.5,1,268.5,1,1170.5,0,0,1,1
1749,0,0,0,2119.5,0,1,0,47306.08,0,0,966.5,1,268.5,1,1170.5,0,1,0,1
1751,0,0,1,1619.5,1,0,0,41144.4,1,0,966.5,0,994.5,1,1170.5,1,0,1,1
1754,0,0,0,2119.5,0,0,0,52011.2,0,0,329.5,1,268.5,0,2086.5,0,0,0,1
1755,0,0,0,2119.5,0,0,0,42566.04,1,0,329.5,0,1926.5,0,284.5,1,0,1,1
1756,0,0,0,2119.5,0,0,0,41627.52,0,0,329.5,0,1926.5,0,284.5,0,0,1,1
1758,0,0,0,2119.5,0,0,1,50586.72,0,1,329.5,0,1926.5,0,2086.5,0,0,0,1
1759,0,0,0,2119.5,0,0,0,37006.28,0,1,329.5,0,994.5,0,2086.5,1,0,0,1
1760,0,0,0,2119.5,0,0,0,46792.4,0,0,966.5,0,994.5,0,284.5,0,1,1,1
1761,0,1,1,1619.5,0,0,0,39704.64,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
1762,0,0,0,2119.5,0,1,0,41401.76,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1763,0,0,1,883.5,1,0,0,36400.32,0,0,2084.5,0,994.5,0,2086.5,1,0,1,1
1764,0,0,0,883.5,0,1,0,51707.04,0,0,1521.5,0,994.5,1,1170.5,0,0,1,1
1765,0,0,0,1619.5,0,0,0,38049.56,1,0,966.5,0,1926.5,0,2086.5,1,0,0,1
1766,0,0,1,883.5,1,0,0,48259.64,0,0,966.5,0,994.5,0,2086.5,0,0,0,1
1767,0,0,0,2119.5,0,1,0,39233.24,0,0,966.5,1,268.5,1,1170.5,0,0,1,1
1768,0,0,0,2119.5,0,1,0,46442.48,0,0,329.5,0,994.5,0,284.5,0,0,0,1
1770,0,0,0,2119.5,0,0,0,42248.8,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
1771,0,1,0,2119.5,1,0,0,30757.96,1,0,329.5,0,1926.5,0,2086.5,1,0,1,2
1774,0,0,0,2119.5,0,1,0,51763.68,0,0,966.5,0,994.5,0,2086.5,0,0,1,1
1775,0,0,0,189.5,0,0,1,41049.56,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1776,0,0,0,2119.5,0,0,1,37126.04,0,0,329.5,0,994.5,1,1170.5,1,0,1,1
1777,0,0,0,2119.5,0,0,0,44279.16,0,1,966.5,0,994.5,1,1170.5,1,0,1,1
1778,0,0,0,1619.5,0,0,0,45990.6,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1779,0,1,0,189.5,0,0,1,41692.16,0,0,1521.5,0,994.5,0,284.5,1,0,1,1
1780,0,1,0,883.5,1,0,0,38951.52,1,0,1521.5,1,268.5,0,2086.5,0,0,1,1
1784,0,0,0,883.5,0,0,0,43186.92,0,0,2084.5,0,994.5,0,284.5,1,0,1,1
1785,0,1,0,883.5,0,0,0,30179.6,1,0,329.5,0,1926.5,0,2086.5,1,0,1,3
1786,0,0,1,883.5,0,1,0,38598.8,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
1787,0,0,0,189.5,0,0,1,35112.52,0,0,329.5,1,268.5,0,284.5,0,0,1,1
1788,0,1,0,189.5,0,0,1,36676.12,1,0,329.5,0,1926.5,0,284.5,0,1,0,1
1789,0,0,0,1619.5,0,0,0,47683.76,0,0,329.5,0,994.5,0,2086.5,1,0,1,1
1790,0,0,0,189.5,0,0,1,42473.96,0,0,329.5,0,1926.5,0,284.5,1,0,1,1
1791,0,0,0,883.5,0,1,0,46233.36,1,0,2084.5,0,994.5,0,2086.5,0,0,1,1
1792,0,0,0,1619.5,0,0,0,45651.32,1,0,329.5,0,1926.5,0,284.5,0,0,1,1
1793,0,0,1,883.5,0,0,0,36512.64,0,0,1521.5,0,1926.5,0,2086.5,0,0,0,1
1794,0,0,0,2119.5,0,0,0,40013.84,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1795,0,0,0,883.5,1,0,0,34238.12,0,0,966.5,0,1926.5,0,2086.5,1,0,1,1
1796,0,0,0,883.5,0,1,0,46620.84,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
1799,0,1,1,883.5,0,1,0,39515.48,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1800,0,0,1,1619.5,1,0,0,50083.76,1,0,329.5,1,268.5,0,2086.5,0,0,0,1
1801,1,0,0,883.5,1,0,0,13554.72,1,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1802,1,0,0,883.5,0,0,1,17344.98,1,0,2084.5,0,994.5,0,284.5,1,0,1,1
1803,1,0,0,883.5,0,0,1,15936.2,1,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1804,1,0,0,883.5,0,0,1,15924.84,0,1,2084.5,0,1926.5,1,1170.5,1,0,0,1
1805,1,0,0,883.5,0,0,1,16786.56,1,0,329.5,0,1926.5,1,1170.5,1,0,0,3
1806,1,0,0,883.5,0,0,1,14215.88,1,0,966.5,0,994.5,1,1170.5,0,0,1,1
1810,1,0,0,883.5,0,0,0,17036.82,0,0,2084.5,0,994.5,1,1170.5,0,1,0,1
1811,1,0,1,883.5,0,0,0,17280.6,1,0,966.5,0,994.5,1,1170.5,1,0,0,1
1813,1,0,0,2119.5,0,0,1,15151.98,0,0,2084.5,1,268.5,0,284.5,1,0,1,2
1816,1,0,0,189.5,0,0,1,14801.88,0,0,329.5,0,994.5,0,284.5,1,0,0,1
1817,1,0,0,883.5,0,0,0,15306.96,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1818,1,0,1,883.5,0,0,0,16828.8,1,0,966.5,0,994.5,0,284.5,1,0,1,1
1819,1,0,0,883.5,0,0,1,16634.98,0,0,966.5,0,1926.5,0,284.5,0,0,0,4
1820,1,0,0,189.5,0,0,1,13803.4,1,0,2084.5,0,994.5,1,1170.5,0,1,1,1
1821,1,0,0,883.5,0,0,0,18457,0,0,2084.5,0,994.5,1,1170.5,0,0,0,4
1823,1,1,0,883.5,0,0,0,13709.1,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
1824,1,0,1,883.5,0,0,0,15754.56,1,0,1521.5,0,994.5,0,2086.5,0,1,0,1
1826,1,0,1,189.5,0,0,1,12102.7,1,0,2084.5,1,268.5,1,1170.5,0,0,0,1
1828,1,0,0,189.5,0,0,1,18795.04,0,1,2084.5,1,268.5,0,284.5,1,0,0,3
1829,1,0,1,1619.5,0,0,0,16426.24,0,0,2084.5,0,994.5,1,1170.5,1,0,1,3
1830,1,0,0,883.5,0,0,1,18566.94,0,0,2084.5,0,1926.5,1,1170.5,0,0,0,1
1833,1,0,0,883.5,0,0,0,16742.7,0,0,966.5,0,994.5,1,1170.5,0,0,0,1
